BS_x,BS_y,BS_z,tdoa,aoa_az,aoa_el,UE_x,UE_y,UE_z,timestamp
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0.788888821901437,0.165806278939461,0,0,0,1
-86.3069877741311,-62.3893197039516,13.7551741813669,12.198586344401,-2.48185819633594,0.143116998663535,0,0,0,1
-60.183407198668,66.5376981014923,17.614268951847,-4.87943453776042,2.30208928338052,0.218166156499291,0,0,0,1
40.2379990688994,-70.7255594416766,10.2741425507982,-14.6383036132813,-1.06988683147252,0.122173047639603,0,0,0,1
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0.769690200129499,0.195476876223365,0,0,0,2
-60.183407198668,66.5376981014923,17.614268951847,-4.87943453776042,2.32128790515246,0.205948851735331,0,0,0,2
-86.3069877741311,-62.3893197039516,13.7551741813669,12.198586344401,-2.50280214735987,0.164060949687467,0,0,0,2
40.2379990688994,-70.7255594416766,10.2741425507982,-14.6383036132813,-1.03847090493663,0.057595865315813,0,0,0,2
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0.783652834145454,0.214675497995302,0,0,0,3
40.2379990688994,-70.7255594416766,10.2741425507982,-14.6383036132813,-1.04196156344061,0.0959931088596881,0,0,0,3
-60.183407198668,66.5376981014923,17.614268951847,-4.87943453776042,2.31954257590046,0.216420827247297,0,0,0,3
-86.3069877741311,-62.3893197039516,13.7551741813669,12.198586344401,-2.56388867117967,0.109955742875643,0,0,0,3
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0.804596785169386,0.195476876223365,0,0,0,4
-86.3069877741311,-62.3893197039516,13.7551741813669,12.198586344401,-2.56737932968366,0.139626340159546,0,0,0,4
40.2379990688994,-70.7255594416766,10.2741425507982,-14.6383036132813,-1.0471975511966,0.151843644923507,0,0,0,4
-60.183407198668,66.5376981014923,17.614268951847,-4.87943453776042,2.32128790515246,0.205948851735331,0,0,0,4
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0.771435529381493,0.202458193231342,0,0,0,5
-60.183407198668,66.5376981014923,17.614268951847,-4.87943453776042,2.33350520991642,0.172787595947439,0,0,0,5
40.2379990688994,-70.7255594416766,10.2741425507982,-14.6383036132813,-1.04370689269261,0.10471975511966,0,0,0,5
-86.3069877741311,-62.3893197039516,13.7551741813669,12.198586344401,-2.47313155007596,0.195476876223365,0,0,0,5
-60.183407198668,66.5376981014923,17.614268951847,NaN,2.30557994188451,0.19373154697137,0,0,0,6
67.5321621833641,66.9823498991332,17.6141911773178,4.87943453776042,0.733038285837618,0.198967534727354,0,0,0,6
-86.3069877741311,-62.3893197039516,13.7551741813669,17.0780208821615,-2.54469004940773,0.12915436464758,0,0,0,6
40.2379990688994,-70.7255594416766,10.2741425507982,-9.75886907552083,-1.00880030765272,0.11693705988362,0,0,0,6
-60.183407198668,66.5376981014923,17.614268951847,NaN,2.33350520991642,0.160570291183478,0,0,0,7
40.2379990688994,-70.7255594416766,10.2741425507982,-9.75886907552083,-1.01229096615671,0.160570291183478,0,0,0,7
-86.3069877741311,-62.3893197039516,13.7551741813669,17.0780208821615,-2.49756615960389,0.148352986419518,0,0,0,7
67.5321621833641,66.9823498991332,17.6141911773178,4.87943453776042,0.787143492649443,0.176278254451427,0,0,0,7
-60.183407198668,66.5376981014923,17.614268951847,NaN,2.3404865269244,0.207694180987325,0,0,0,8
-86.3069877741311,-62.3893197039516,13.7551741813669,17.0780208821615,-2.50629280586386,0.150098315671512,0,0,0,8
67.5321621833641,66.9823498991332,17.6141911773178,4.87943453776042,0.778416846389471,0.172787595947439,0,0,0,8
40.2379990688994,-70.7255594416766,10.2741425507982,-9.75886907552083,-1.05592419745657,0.132645023151569,0,0,0,8
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0.79412480965742,0.190240888467382,0,0,0,9
-60.183407198668,66.5376981014923,17.614268951847,-4.87943453776042,2.31954257590046,0.195476876223365,0,0,0,9
40.2379990688994,-70.7255594416766,10.2741425507982,-14.6383036132813,-1.07163216072452,0.15707963267949,0,0,0,9
-86.3069877741311,-62.3893197039516,13.7551741813669,12.198586344401,-2.52549142763579,0.141371669411541,0,0,0,9
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0.778416846389471,0.202458193231342,0,0,0,10
-60.183407198668,66.5376981014923,17.614268951847,-4.87943453776042,2.32303323440445,0.223402144255274,0,0,0,10
-86.3069877741311,-62.3893197039516,13.7551741813669,12.198586344401,-2.50454747661186,0.136135681655558,0,0,0,10
40.2379990688994,-70.7255594416766,10.2741425507982,-14.6383036132813,-1.05243353895258,0.146607657167524,0,0,0,10
-60.183407198668,66.5376981014923,17.614268951847,NaN,2.30034395412853,0.19373154697137,0,0,0,11
67.5321621833641,66.9823498991332,17.6141911773178,4.87943453776042,0.780162175641465,0.204203522483336,0,0,0,11
40.2379990688994,-70.7255594416766,10.2741425507982,-9.75886907552083,-1.04021623418862,0.120427718387609,0,0,0,11
-86.3069877741311,-62.3893197039516,13.7551741813669,17.0780208821615,-2.49582083035189,0.150098315671512,0,0,0,11
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0.801106126665397,0.178023583703422,0,0,0,12
-60.183407198668,66.5376981014923,17.614268951847,-4.87943453776042,2.29336263712055,0.211184839491314,0,0,0,12
-86.3069877741311,-62.3893197039516,13.7551741813669,12.198586344401,-2.48185819633594,0.174532925199433,0,0,0,12
40.2379990688994,-70.7255594416766,10.2741425507982,-14.6383036132813,-1.07337748997651,0.106465084371654,0,0,0,12
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0.804596785169386,0.153588974175501,0,0,0,13
-60.183407198668,66.5376981014923,17.614268951847,-4.87943453776042,2.30383461263252,0.171042266695444,0,0,0,13
-86.3069877741311,-62.3893197039516,13.7551741813669,12.198586344401,-2.50454747661186,0.132645023151569,0,0,0,13
40.2379990688994,-70.7255594416766,10.2741425507982,-14.6383036132813,-1.05766952670856,0.15707963267949,0,0,0,13
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0.797615468161408,0.162315620435473,0,0,0,14
-60.183407198668,66.5376981014923,17.614268951847,-4.87943453776042,2.33699586842041,0.143116998663535,0,0,0,14
40.2379990688994,-70.7255594416766,10.2741425507982,-14.6383036132813,-1.0454522219446,0.139626340159546,0,0,0,14
-86.3069877741311,-62.3893197039516,13.7551741813669,12.198586344401,-2.48883951334391,0.158824961931484,0,0,0,14
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0.752236907609556,0.211184839491314,0,0,0,15
40.2379990688994,-70.7255594416766,10.2741425507982,-14.6383036132813,-1.06814150222053,0.153588974175501,0,0,0,15
-60.183407198668,66.5376981014923,17.614268951847,-4.87943453776042,2.32652389290844,0.198967534727354,0,0,0,15
-86.3069877741311,-62.3893197039516,13.7551741813669,12.198586344401,-2.52898208613978,0.10471975511966,0,0,0,15
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0.748746249105567,0.176278254451427,0,0,0,16
-60.183407198668,66.5376981014923,17.614268951847,-4.87943453776042,2.36666646570431,0.212930168743308,0,0,0,16
-86.3069877741311,-62.3893197039516,13.7551741813669,12.198586344401,-2.50280214735987,0.151843644923507,0,0,0,16
40.2379990688994,-70.7255594416766,10.2741425507982,-14.6383036132813,-1.06988683147252,0.134390352403563,0,0,0,16
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0.773180858633488,0.18151424220741,0,0,0,17
-60.183407198668,66.5376981014923,17.614268951847,-4.87943453776042,2.3404865269244,0.176278254451427,0,0,0,17
-86.3069877741311,-62.3893197039516,13.7551741813669,12.198586344401,-2.48185819633594,0.15707963267949,0,0,0,17
40.2379990688994,-70.7255594416766,10.2741425507982,-14.6383036132813,-1.04370689269261,0.134390352403563,0,0,0,17
-60.183407198668,66.5376981014923,17.614268951847,NaN,2.32477856365645,0.240855436775217,0,0,0,18
67.5321621833641,66.9823498991332,17.6141911773178,4.87943453776042,0.780162175641465,0.214675497995302,0,0,0,18
-86.3069877741311,-62.3893197039516,13.7551741813669,17.0780208821615,-2.49058484259591,0.137881010907552,0,0,0,18
40.2379990688994,-70.7255594416766,10.2741425507982,-9.75886907552083,-1.04894288044859,0.155334303427495,0,0,0,18
