BS_x,BS_y,BS_z,tdoa,UE_x,UE_y,UE_z,timestamp
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,1
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,1
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,1
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,1
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,2
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,2
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,2
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,2
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,3
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,3
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,3
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,3
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,4
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,4
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,4
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,4
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,5
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,5
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,5
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,5
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,6
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,6
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,6
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,6
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,7
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,7
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,7
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,7
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,8
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,8
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,8
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,8
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,9
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,9
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,9
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,9
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,10
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,10
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,10
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,10
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,11
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,11
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,11
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,11
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,12
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,12
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,12
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,12
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,13
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,13
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,13
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,13
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,14
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,14
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,14
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,14
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,15
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,15
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,15
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,15
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,16
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,16
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,16
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,16
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,17
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,17
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,17
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,17
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,18
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,18
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,18
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,18
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,19
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,19
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,19
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,19
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,20
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,20
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,20
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,20
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,21
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,21
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,21
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,21
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,22
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,22
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,22
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,22
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,23
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,23
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,23
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,23
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,24
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,24
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,24
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,24
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,25
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,25
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,25
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,25
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,26
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,26
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,26
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,26
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,27
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,27
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,27
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,27
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,28
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,28
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,28
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,28
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,29
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,29
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,29
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,29
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,30
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,30
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,30
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,30
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,31
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,31
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,31
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,31
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,32
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,32
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,32
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,32
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,33
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,33
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,33
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,33
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,34
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,34
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,34
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,34
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,35
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,35
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,35
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,35
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,36
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,36
-86.3069877741311,-62.3893197039516,13.7551741813669,19.5177381510417,0,0,0,36
40.2379990688994,-70.7255594416766,10.2741425507982,0,0,0,0,36
67.5321621833641,66.9823498991332,17.6141911773178,NaN,0,0,0,37
-60.183407198668,66.5376981014923,17.614268951847,0,0,0,0,37
