BS_x,BS_y,BS_z,tdoa,UE_x,UE_y,UE_z,timestamp
110.36790335876,35.8639355950716,17.5898711172755,NaN,0,0,0,1
-17.3476629870652,35.4184135409498,17.5908029786881,-78.0709526041667,0,0,0,1
-43.4703909277611,-93.5087634083233,13.7312533206686,-19.5177381510417,0,0,0,1
83.0746293740572,-101.844123855311,10.2493325415898,0,0,0,0,1
110.36790335876,35.8639355950716,17.5898711172755,NaN,0,0,0,2
-17.3476629870652,35.4184135409498,17.5908029786881,-78.0709526041667,0,0,0,2
-43.4703909277611,-93.5087634083233,13.7312533206686,-19.5177381510417,0,0,0,2
83.0746293740572,-101.844123855311,10.2493325415898,0,0,0,0,2
-17.3476629870652,35.4184135409498,17.5908029786881,NaN,0,0,0,3
110.36790335876,35.8639355950716,17.5898711172755,78.0709526041667,0,0,0,3
83.0746293740572,-101.844123855311,10.2493325415898,78.0709526041667,0,0,0,3
-43.4703909277611,-93.5087634083233,13.7312533206686,58.553214453125,0,0,0,3
110.36790335876,35.8639355950716,17.5898711172755,NaN,0,0,0,4
-17.3476629870652,35.4184135409498,17.5908029786881,-78.0709526041667,0,0,0,4
-43.4703909277611,-93.5087634083233,13.7312533206686,-19.5177381510417,0,0,0,4
83.0746293740572,-101.844123855311,10.2493325415898,0,0,0,0,4
110.36790335876,35.8639355950716,17.5898711172755,NaN,0,0,0,5
-17.3476629870652,35.4184135409498,17.5908029786881,-78.0709526041667,0,0,0,5
83.0746293740572,-101.844123855311,10.2493325415898,0,0,0,0,5
-43.4703909277611,-93.5087634083233,13.7312533206686,-19.5177381510417,0,0,0,5
110.36790335876,35.8639355950716,17.5898711172755,NaN,0,0,0,6
-17.3476629870652,35.4184135409498,17.5908029786881,-78.0709526041667,0,0,0,6
83.0746293740572,-101.844123855311,10.2493325415898,0,0,0,0,6
-43.4703909277611,-93.5087634083233,13.7312533206686,-19.5177381510417,0,0,0,6
110.36790335876,35.8639355950716,17.5898711172755,NaN,0,0,0,7
-17.3476629870652,35.4184135409498,17.5908029786881,-78.0709526041667,0,0,0,7
83.0746293740572,-101.844123855311,10.2493325415898,0,0,0,0,7
-43.4703909277611,-93.5087634083233,13.7312533206686,-19.5177381510417,0,0,0,7
-17.3476629870652,35.4184135409498,17.5908029786881,NaN,0,0,0,8
110.36790335876,35.8639355950716,17.5898711172755,78.0709526041667,0,0,0,8
83.0746293740572,-101.844123855311,10.2493325415898,78.0709526041667,0,0,0,8
-43.4703909277611,-93.5087634083233,13.7312533206686,58.553214453125,0,0,0,8
110.36790335876,35.8639355950716,17.5898711172755,NaN,0,0,0,9
-17.3476629870652,35.4184135409498,17.5908029786881,-78.0709526041667,0,0,0,9
-43.4703909277611,-93.5087634083233,13.7312533206686,-19.5177381510417,0,0,0,9
83.0746293740572,-101.844123855311,10.2493325415898,0,0,0,0,9
-17.3476629870652,35.4184135409498,17.5908029786881,NaN,0,0,0,10
110.36790335876,35.8639355950716,17.5898711172755,78.0709526041667,0,0,0,10
83.0746293740572,-101.844123855311,10.2493325415898,78.0709526041667,0,0,0,10
-43.4703909277611,-93.5087634083233,13.7312533206686,58.553214453125,0,0,0,10
110.36790335876,35.8639355950716,17.5898711172755,NaN,0,0,0,11
-17.3476629870652,35.4184135409498,17.5908029786881,-78.0709526041667,0,0,0,11
-43.4703909277611,-93.5087634083233,13.7312533206686,-19.5177381510417,0,0,0,11
83.0746293740572,-101.844123855311,10.2493325415898,0,0,0,0,11
110.36790335876,35.8639355950716,17.5898711172755,NaN,0,0,0,12
-17.3476629870652,35.4184135409498,17.5908029786881,-78.0709526041667,0,0,0,12
83.0746293740572,-101.844123855311,10.2493325415898,0,0,0,0,12
-43.4703909277611,-93.5087634083233,13.7312533206686,-19.5177381510417,0,0,0,12
110.36790335876,35.8639355950716,17.5898711172755,NaN,0,0,0,13
-17.3476629870652,35.4184135409498,17.5908029786881,-78.0709526041667,0,0,0,13
83.0746293740572,-101.844123855311,10.2493325415898,0,0,0,0,13
-43.4703909277611,-93.5087634083233,13.7312533206686,-19.5177381510417,0,0,0,13
110.36790335876,35.8639355950716,17.5898711172755,NaN,0,0,0,14
-17.3476629870652,35.4184135409498,17.5908029786881,-78.0709526041667,0,0,0,14
83.0746293740572,-101.844123855311,10.2493325415898,0,0,0,0,14
-43.4703909277611,-93.5087634083233,13.7312533206686,-19.5177381510417,0,0,0,14
110.36790335876,35.8639355950716,17.5898711172755,NaN,0,0,0,15
-17.3476629870652,35.4184135409498,17.5908029786881,-78.0709526041667,0,0,0,15
83.0746293740572,-101.844123855311,10.2493325415898,0,0,0,0,15
-43.4703909277611,-93.5087634083233,13.7312533206686,-19.5177381510417,0,0,0,15
110.36790335876,35.8639355950716,17.5898711172755,NaN,0,0,0,16
-17.3476629870652,35.4184135409498,17.5908029786881,-78.0709526041667,0,0,0,16
83.0746293740572,-101.844123855311,10.2493325415898,0,0,0,0,16
-43.4703909277611,-93.5087634083233,13.7312533206686,-19.5177381510417,0,0,0,16
110.36790335876,35.8639355950716,17.5898711172755,NaN,0,0,0,17
-17.3476629870652,35.4184135409498,17.5908029786881,-78.0709526041667,0,0,0,17
-43.4703909277611,-93.5087634083233,13.7312533206686,-19.5177381510417,0,0,0,17
83.0746293740572,-101.844123855311,10.2493325415898,0,0,0,0,17
110.36790335876,35.8639355950716,17.5898711172755,NaN,0,0,0,18
-17.3476629870652,35.4184135409498,17.5908029786881,-78.0709526041667,0,0,0,18
-43.4703909277611,-93.5087634083233,13.7312533206686,-19.5177381510417,0,0,0,18
83.0746293740572,-101.844123855311,10.2493325415898,0,0,0,0,18
110.36790335876,35.8639355950716,17.5898711172755,NaN,0,0,0,19
